Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1987-0412-IRN,1987,0412,Natural,Hydrological,Flood,,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Bachtaran, Liam, Hamadan",,,,,,,,,Km2,,,,,1987,10,27,1987,10,27,41,,,,,,,,44.44423842
1987-0084-MDV,1987,0084,Natural,Hydrological,Flood,,,,Affect,Maldives,MDV,Southern Asia,Asia,,,,,Yes,,,,,Km2,,,,,1987,4,11,1987,4,11,,,300,,300,,,6000,44.44423842
1988-0244-IND,1988,0244,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Bihar, West Bengal, Assam",,,,Yes,,,,,Km2,,,,,1988,6,,1988,6,,250,,16500000,,16500000,,,929200,46.25655683
1988-0438-IND,1988,0438,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",,,,,No,No,,,Km2,,,,,1988,9,22,1988,10,9,1000,,221000,,221000,,,18000,46.25655683
1988-0392-IRN,1988,0392,Natural,Hydrological,Flood,,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Damavand/Rou Dehan/Abe-Ali,,,,,,,,,Km2,,,,,1988,8,26,1988,8,26,90,,150000,,150000,,,150000,46.25655683
1988-0286-NPL,1988,0286,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1988,7,,1988,7,,27,,,,,,,,46.25655683
1988-0332-PAK,1988,0332,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Punjab, Sind, mountain provinces",,,,,,,,13000,Km2,,,,,1988,8,,1988,8,,196,,,1000000,1000000,,,,46.25655683
1989-0119-BGD,1989,0119,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Sylhet,Bandarban, Cox's Bazar, Chittagong district,",,,,,,,,,Km2,,,,,1989,8,14,1989,8,14,180,,200000,,200000,,,,48.48936537
1990-0095-BGD,1990,0095,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Habiganj district, Noakhali District (North Eastern)",Heavy rain,,,,No,No,,,Km2,,,,Khowai River,1990,3,24,1990,3,30,166,1600,10000,,11600,,,,51.106795
1990-0609-BGD,1990,0609,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Rajshabi division, Sirajganj, Jamalpur, Bogra, Pabna",Heavy rain,,,,No,No,,23610,Km2,,,,"Jamuna (Brahmaputra) River, Padma (Ganges) River, Mahananda, Pagla and Punarbhaba Rivers",1990,7,14,1990,9,6,65,,2000000,,2000000,,,6000,51.106795
1991-0032-AFG,1991,0032,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Badakhstan, Baglan, Laghman, Nangarhar Farah, Helmand, Kandahar, Nimroz, Zabul, Kabul provinces",Heavy rain,,,,No,No,,,Km2,,,,Helmand,1991,2,6,1991,2,17,415,,100000,8400,108400,,,60000,53.27115662
1991-0130-AFG,1991,0130,Natural,Hydrological,Flood,Riverine flood,,,Affect,Afghanistan,AFG,Southern Asia,Asia,"Arabjar, Chakush, Jabash Khurt, Lab-e-Jar, Qurda Ariq, Sultuq Khort, Aqcha, Qara Boyen (Jawzjan province)",,,,,No,No,,,Km2,,,,,1991,5,28,1991,6,4,728,,30000,1000,31000,,,,53.27115662
1991-0495-AFG,1991,0495,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Takhar province,Heavy rains,,,,No,No,,,Km2,,,,,1991,4,13,1991,4,13,50,,,,,,,,53.27115662
1991-0170-BGD,1991,0170,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,Rajskabi division,,,,,,,,,Km2,,,,,1991,7,,1991,7,,,,1590000,,1590000,,,,53.27115662
1991-0224-BGD,1991,0224,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,Rangpur,Monsoonal rain,,,,No,No,,,Km2,,,,,1991,9,2,1991,9,10,65,,,200000,200000,,,150000,53.27115662
1991-0764-BGD,1991,0764,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,Sylhet district,Heavy rain,,,,No,No,,,Km2,,,,"Surma, Kushiara",1991,5,14,1991,5,26,200,,1200000,,1200000,,,,53.27115662
1992-0063-AFG,1992,0063,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Salang, Ghorband, Shutul valleys, Guhabahar, Shoul Dara, Parwan and Kapisa provinces",Brief torrential rain,"Slide (land, mud, snow, rock)",,,No,No,180,,Km2,,,,,1992,9,31,1992,9,31,450,,4000,,4000,,200,4000,54.88464241
1992-0197-AFG,1992,0197,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Faizabad,,,,,No,No,,,Km2,,,,,1992,5,8,1992,5,8,150,,,,,,,,54.88464241
1992-0190-BGD,1992,0190,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Kishoreganj, Brahmambaria districts",,,,,No,No,,,Km2,,,,,1992,4,18,1992,4,18,15,200,,,200,,,,54.88464241
1992-0213-BGD,1992,0213,Natural,Hydrological,Flood,Riverine flood,,,Affect,Bangladesh,BGD,Southern Asia,Asia,"Maheskali, Chittagong, Cox's Bazaar districts",Monsoonal rain,,,,No,No,,,Km2,,,,,1992,6,22,1992,6,26,2,,,45000,45000,,,,54.88464241
1992-0293-BGD,1992,0293,Natural,Hydrological,Flood,Riverine flood,,,Affect,Bangladesh,BGD,Southern Asia,Asia,North-East,,,,,No,No,,,Km2,,,,,1992,7,11,1992,7,11,,,,30000,30000,,,,54.88464241
1993-0028-BGD,1993,0028,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Habiganj, Sylhet, Sunamganj, Zakiganj, Moulavibazar, Feni, Chittagong, Cox's Bazar districts",Monsoonal rain,,,,No,No,,607,Km2,,,,"Brahmaputra-Meghna, Khowai, Manu, Dhalai, Kushyara, Surma",1993,6,4,1993,6,22,28,,3207056,,3207056,,,,56.50464564
1993-0045-BGD,1993,0045,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Bogra, Sirajganj, Netrokona, Pabna, Sirajganj, Sylhet, Brahmanbaria, Hobiganj, Cox's Bazar, Feni, Comilla, Khagrachari, Bandarban, Rangamati, Maulvibazar, Habiganj and Sunamganj districts (Chittagong Region)",Monssonal rain,,,,No,No,,,Km2,,,,Northeastern Meghna River Basin and Southeastern Hill Basin,1993,7,1,1993,8,31,162,,11469537,,11469537,,,,56.50464564
1993-0196-BGD,1993,0196,Natural,Hydrological,Flood,,,,Affect,Bangladesh,BGD,Southern Asia,Asia,"Chittagong, Dhaka",,,,,,,,,Km2,,,,,1993,8,21,1993,8,21,4,20,1000000,75000,1075020,,,,56.50464564
1988-0703-IND,1988,0703,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh, Assam, Bihar, West Bengal, Arunachal Pradesh",,,,,,,,,Km2,,,,,1988,8,,1988,8,,850,,5600000,,5600000,,,,46.25655683
1989-0091-IND,1989,0091,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Maharashtra, Andhra Pradesh, Gujarat",Monsoon rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1989,7,28,1989,7,28,1591,,,,,,,,48.48936537
1989-0260-IND,1989,0260,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Assam, Arunachal Pradesh, Manipur, Mizorem",,,,,,,,,Km2,,,,,1989,8,,1989,8,,18,,,2000,2000,,,,48.48936537
1989-0041-IRN,1989,0041,Natural,Hydrological,Flood,,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Zabol (Balouchestan),,,,,,,,,Km2,,,,,1989,4,4,1989,4,4,,,150000,,150000,,,2000,48.48936537
1989-0021-LKA,1989,0021,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Colombo, Gampaha, Kegalle, Ratnapura, Kalutara, Galle, Matara, Nuwera Eliya, Aranayake districts",Heavy rains,,,Yes,No,No,,2735,Km2,,,,,1989,5,30,1989,5,30,325,1000,300000,200000,501000,,,35000,48.48936537
1989-0270-PAK,1989,0270,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Punjab/Sialkot, Sargodha, Rajanpur, Jhang districts",Heavy rains,,,,No,No,,2692,Km2,,,,,1989,8,4,1989,8,4,20,,142400,,142400,,,,48.48936537
1990-0414-IND,1990,0414,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Tami Nadu state,Monsoonal rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1990,10,24,1990,10,28,60,,,,,,,,51.106795
1990-0103-IND,1990,0103,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Jammu, Kargil district (Kashmir)",Brief torrential rain,,,,No,No,,,Km2,,,,Ballol canal,1990,3,21,1990,3,22,69,,,,,,,,51.106795
1990-0714-IND,1990,0714,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Bombay (Assam state),Heavy rain,,,,No,No,,17800,Km2,,,,,1990,6,13,1990,6,18,21,,,,,,,,51.106795
1990-0589-IND,1990,0589,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1990,8,,1990,8,,74,,,2000,2000,,,,51.106795
1990-0412-IRN,1990,0412,Natural,Hydrological,Flood,Riverine flood,,,SigDam,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Gillan, Mazandaran",,,,,,,,,Km2,,,,,1990,10,16,1990,10,16,,,,,,,,77400,51.106795
1990-0001-LKA,1990,0001,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Ampara, Badulla, Kandy, Kurunegala, Matale, Monaragala, Nuwera, Eliya, Polonnaruwa, Trincomalee districts",Heavy rain,,,,No,No,,,Km2,,,,,1990,1,6,1990,1,14,33,,400000,,400000,,,,51.106795
1990-0603-LKA,1990,0603,Natural,Hydrological,Flood,Riverine flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,Ampara,Heavy rain,,,,No,No,,,Km2,,,,,1990,12,24,1990,12,25,,,40000,,40000,,,,51.106795
1990-0399-NPL,1990,0399,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Chitwan District, Buwal, Jajarkot and Rolpa Districts",Monsoonal rain,,,,No,No,,,Km2,,,,,1990,8,27,1990,9,4,30,,2500,,2500,,,,51.106795
1991-0431-IND,1991,0431,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Near Thondebhavi (Karnataka),Monsoonal rain,"Slide (land, mud, snow, rock)",Transport accident,,No,No,,,Km2,,,,,1991,10,30,1991,10,30,60,,,,,,,,53.27115662
1991-0532-IND,1991,0532,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Haryana, Uttar Pradesh, Himachal Pradesh, Bihar states",Monsoonal rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1991,8,15,1991,8,29,88,,,,,,,,53.27115662
1991-0527-IND,1991,0527,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Andhra Pradesh, Maharashtra, Orissa, Gujarat, Madhya Pradesh",,Broken Dam/Burst bank,,,No,No,,,Km2,,,,,1991,7,30,1991,7,30,524,,,100000,100000,,,,53.27115662
1991-0434-IRN,1991,0434,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Khoram Abad (Luristan province), Gachsaran (Khuzistan province) , Shahreza (Esfahan province), Boir Ahamadi",Heavy rain,Broken Dam/Burst bank,,,No,No,,,Km2,,,,,1991,12,10,1991,12,11,22,,,,,,,,53.27115662
1991-0189-IND,1991,0189,Natural,Hydrological,Flood,Coastal flood,,,Kill,India,IND,Southern Asia,Asia,"Assam, Meghalaya states",Tropical cyclone,,,,No,No,,,Km2,,,,Brahmaputra,1991,7,13,1991,7,19,59,,2000000,300000,2300000,,,,53.27115662
1991-0338-IND,1991,0338,Natural,Hydrological,Flood,Coastal flood,,,Kill,India,IND,Southern Asia,Asia,"Assam, Tripura, Arunachal, Mizorem",Tropical cyclone,,,,No,No,,,Km2,,,,Ghagra,1991,5,7,1991,5,8,30,,2000000,,2000000,,,,53.27115662
1991-0278-IND,1991,0278,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Bombay, Kerala, Gujarat",Heavy rain,,,,No,No,,491400,Km2,,,,,1991,6,10,1991,6,12,72,,300000,,300000,,48000,100000,53.27115662
1991-0509-IND,1991,0509,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Kerala state,Monsoon rains,,,,No,No,,,Km2,,,,,1991,6,1,1991,7,9,99,,,,,,,118000,53.27115662
1991-0766-IND,1991,0766,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,West Bengal state,Monsoonal rain,,,,No,No,,91960,Km2,,,,,1991,9,14,1991,9,15,84,,4000000,,4000000,,,40000,53.27115662
1991-0030-IRN,1991,0030,Natural,Hydrological,Flood,Riverine flood,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Sistan-Baluchistan, Kerman, Khorasan provinces",Heavy rain,,,,No,No,,448300,Km2,,,,Hirmand,1991,1,27,1991,2,5,6,,100000,15000,115000,,,28000,53.27115662
1991-0542-IRN,1991,0542,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Fars province,Heavy rains,,,,No,No,,,Km2,,,,,1991,10,3,1991,10,6,28,14,,,14,,,404000,53.27115662
1991-0763-IRN,1991,0763,Natural,Hydrological,Flood,Riverine flood,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Khuzestan, Hormuzgan, Fars, kohgiluyeh-Boyerahmad, Kerman, Sistan provinces",,,,,No,No,,624200,Km2,,,,,1991,3,7,1991,4,1,,,100000,,100000,,,1400,53.27115662
1991-0321-LKA,1991,0321,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Galle, Kalatura, Colombo, Gampaha districts",Monsoonal rain,,,,No,No,,,Km2,,,,,1991,6,2,1991,6,6,27,,100000,197151,297151,,,30000,53.27115662
1991-0703-NPL,1991,0703,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1991,3,,1991,3,,51,32,450,,482,,,,53.27115662
1991-0770-PAK,1991,0770,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Balochistan,,,,,,,,,Km2,,,,,1991,2,,1991,2,,24,,,,,,,,53.27115662
1992-0074-IRN,1992,0074,Natural,Hydrological,Flood,Riverine flood,,,OFDA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Gilan, Mazandaran provinces",Heavy rains,,Rain,,No,No,,,Km2,,,,,1992,7,9,1992,7,11,,,15000,,15000,,,500300,54.88464241
1992-0083-IND,1992,0083,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh, Jammu, Madhya Pradesh",Monsoonal rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1992,9,8,1992,9,31,500,,70000,,70000,,,57850,54.88464241
1992-0147-IND,1992,0147,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",,,,,,,,,Km2,,,,,1992,10,8,1992,10,8,51,,500,,500,,,182100,54.88464241
1992-0333-IND,1992,0333,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Orissa state,monsoonal rain,,,,No,No,,,Km2,,,,Mahanadi,1992,7,26,1992,7,31,16,,3000000,,3000000,,,,54.88464241
1992-0546-IND,1992,0546,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Banda, Allahbad, Kanpur (Uttar Pradesh)",,,,,,,,,Km2,,,,,1992,9,,1992,9,,86,,,,,,,,54.88464241
1992-0483-IND,1992,0483,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Tamil Nadu, Kerala, Karnataka, Andhra Pradesh states",,,,Yes,No,No,,,Km2,,,,,1992,11,10,1992,11,10,179,,,500,500,,,69000,54.88464241
1992-0073-IRN,1992,0073,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Gorgan, Khorasan",,,,,No,No,,1100,Km2,,,,,1992,4,28,1992,6,6,63,,17500,2500,20000,,,2969100,54.88464241
1992-0206-LKA,1992,0206,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Galle, gampaha, kalutara districts (Colombo)",Monssonal rain,,,,No,No,,11670,Km2,,,,,1992,6,5,1992,6,8,14,,,250000,250000,,,250000,54.88464241
1992-0472-LKA,1992,0472,Natural,Hydrological,Flood,,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1992,12,,1992,12,,1,,394810,11140,405950,,,2750,54.88464241
1992-0062-PAK,1992,0062,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Azad Kashmir and Punjab,Monsoonal rain,,,Yes,Yes,Yes,,19409,Km2,,,,,1992,9,8,1992,9,18,1334,,6655450,,6655450,,,1000000,54.88464241
1992-0060-PAK,1992,0060,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,Sindh province,,,,Yes,No,No,,137600,Km2,,,,,1992,7,15,1992,8,10,112,,3233103,2951315,6184418,,,230,54.88464241
1993-0004-IRN,1993,0004,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kerman, Boir, Kohkiloye, Fars, Khuzestan, Khorasan, Bushehr, Hormozgan, Ilam, Bakhtiari, Yazd, Isfahan, Lorestan provinces",Heavy rain,"Slide (land, mud, snow, rock)",,,No,No,3167,625200,Km2,,,,"Jahrai, Zohreh and Kkashkan rivers",1993,2,3,1993,2,22,407,3,484725,,484728,,,1000000,56.50464564
1993-0052-NPL,1993,0052,Natural,Hydrological,Flood,Flash flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Taplejung, Pantchthar, Markwanpur, Sindhuli, Sharlahi, Rautahat, Sirahana, Chitawan, Kavrepalan-chowk",,"Slide (land, mud, snow, rock)",,,Yes,No,,373,Km2,,,,,1993,8,23,1993,8,23,1048,268,553000,,553268,,,200000,56.50464564
1993-0040-LKA,1993,0040,Natural,Hydrological,Flood,Riverine flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,"Colombo, Southern Kalutara, Galle, Matara, Ratnapura areas",Monsoonal rain,Rain,,,No,No,,13960,Km2,,,,,1993,5,28,1993,6,7,8,,140000,40000,180000,,,310,56.50464564
1993-0218-IND,1993,0218,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,Karnataka state,Brief torrential rain,,,,No,No,,,Km2,,,,,1993,10,11,1993,10,21,35,,,10000,10000,,,,56.50464564
1993-0325-IND,1993,0325,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Uttar Pradesh,Heavy rain,,,,No,No,,,Km2,,,,,1993,9,9,1993,9,17,260,,,,,,,500000,56.50464564
1993-0326-IND,1993,0326,Natural,Hydrological,Flood,Riverine flood,,,Affect,India,IND,Southern Asia,Asia,"Tripura, Karamganj (Assam)",,,,,,,,,Km2,,,,,1993,5,,1993,5,,,,,50000,50000,,,,56.50464564
1993-0570-IND,1993,0570,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Himachal Pradesh,,,,,,,,,Km2,,,,,1993,7,,1993,7,,175,,,,,,,,56.50464564
1993-0042-IND,1993,0042,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Punjab, Haryana, Himachal Pradesh, Gujarat, Jammu and Kashmir, Rajasthan, Madhya Pradesh, Chandigarh, Assam states",,,,Yes,No,No,964,80937,Km2,,,,,1993,7,8,1993,7,31,827,,128000000,,128000000,,,7000000,56.50464564
1993-0219-IRN,1993,0219,Natural,Hydrological,Flood,,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bandar-E-Anzali,,,,,,,,,Km2,,,,,1993,10,14,1993,10,14,4,,,12000,12000,,,17300,56.50464564
1993-0585-IRN,1993,0585,Natural,Hydrological,Flood,,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Hormusgan, Bandar, Abbas, Charasan",,,,,No,No,,,Km2,,,,,1993,2,1,1993,2,8,370,,,2000,2000,,,209000,56.50464564
1993-0229-LKA,1993,0229,Natural,Hydrological,Flood,Riverine flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,"Batticaloa, Polonnaruwa, Anuradhapura, Northern Mannar, Vavuniya and Trincomalee districts (Northern Jaffna peninsula)",Heavy rain,,,,No,No,43,24700,Km2,,,,,1993,12,15,1993,12,27,,,150000,,150000,,,,56.50464564
1993-0041-PAK,1993,0041,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Narowal, Sialkot, Kasur, Lahore, Faisalabad, Multan, Khanewal, Lodhran, Muzaffargarh, Rajanpur, Sheikhupura, Rahimyarkhan, Jhang, Bhawalnagar districts (Punjab province)",,,,,,,143,3895,Km2,,,,,1993,7,7,1993,7,7,15,,261295,,261295,,,,56.50464564
1994-0755-BGD,1994,0755,Natural,Hydrological,Flood,Flash flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,North,,,,,,,,,Km2,,,,,1994,5,19,1994,5,19,12,,100,,100,,,,57.97797424
1994-0131-BGD,1994,0131,Natural,Hydrological,Flood,Riverine flood,,,Affect,Bangladesh,BGD,Southern Asia,Asia,Sylhet district,Monsoonal rain,,,,No,No,,,Km2,,,,Randpani,1994,6,1,1994,6,3,3,,25000,,25000,,,,57.97797424
1994-0754-BGD,1994,0754,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,Barisal district and Southern Bangladesh,,,,,,,,,Km2,,,,,1994,4,19,1994,4,19,61,,,,,,,,57.97797424
1994-0193-BGD,1994,0193,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Chapainawabganj, Rajshahi",,,,,,,,,Km2,,,,,1994,8,19,1994,8,19,40,,300000,70000,370000,,,,57.97797424
1994-0504-BTN,1994,0504,Natural,Hydrological,Flood,Flash flood,,,Kill,Bhutan,BTN,Southern Asia,Asia,Punakha,,,,,,,,,Km2,,,,,1994,10,6,1994,10,6,22,,600,,600,,,,57.97797424
1995-0100-BGD,1995,0100,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Sylhet, Moulvibazar, Sunamganj, Netrokona, Sirajganj, Gaibandha, Jamalpur, Pabna, Kurigram, Rangpur, Madaripur, Feni, Panchagarh, Lalmonirhat, Tangail, Gopalganj, Satkhira, Bogra",,"Slide (land, mud, snow, rock)",,,No,No,1180,68350,Km2,,,,"Brahmaputra, Surma, Manu, Gorai",1995,6,16,1995,6,23,250,,12656006,,12656006,,,200000,59.60449489
1995-0487-BGD,1995,0487,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Chittagong, Khulna, Dhaka, Barisal",Heavy rain,Tsunami/Tidal wave,,,No,No,,61220,Km2,,,,Halda,1995,5,17,1995,5,24,41,,351000,,351000,,,300,59.60449489
1995-0066-AFG,1995,0066,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Takhar province,,,,,,,,,Km2,,,,,1995,4,20,1995,4,20,10,,,7500,7500,,,,59.60449489
1995-0137-AFG,1995,0137,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Takhar Province,,,,,,,,,Km2,,,,,1995,7,5,1995,7,5,17,,,,,,,,59.60449489
1995-0101-BGD,1995,0101,Natural,Hydrological,Flood,Coastal flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Chittagong, Bhola, Coxbazar, Bagerhat, Hatiya, Noakhali, Patuakhali",,,,,,,361,44,Km2,,,,,1995,5,15,1995,5,15,50,,351325,110000,461325,,,,59.60449489
1995-0243-BGD,1995,0243,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Dinajpur, Panchagar, Rangpur, Nilpamari, Joipurhat, Gaibanda, Natore, Naogaon, Bogra districts",Monsoonal rain,,,,No,No,,16082,Km2,,,,Tista,1995,9,29,1995,10,16,400,,1000000,250000,1250000,,,175000,59.60449489
1996-0072-AFG,1996,0072,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Badakhstan, Takhar, Faryab, Helmand, Zabul, Nimroz, Kandahar, Heart and Farah Provinces",Heavy rains,,,Yes,No,No,,9,Km2,,,,,1996,4,9,1996,4,23,70,,9855,,9855,,,,61.35162973
1996-0104-BGD,1996,0104,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Kurigram, Gaibandha, Bogra, Sirajganj, Tangail, Pabna, Manikanj, Munshiganj, Dhaka, Dhaka city, Narayangani, Shariatpur, Madaripur, Gopalganj, Rajbari, Faridpur, Lalmonirat, Nilhamari",Monsoonal rain,,,,No,No,,69100,Km2,,,,"Brahmaputra, Ganges, Meghna, Buriganga",1996,7,19,1996,8,2,33,,5663319,,5663319,,,10000,61.35162973
1996-0196-BGD,1996,0196,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Rajshai, Padma",Heavy rains,,,,No,No,,,Km2,,,,"Chapainawabganj, Dinajpur, Sherpur rivers",1996,8,26,1996,9,7,22,,165000,,165000,,,,61.35162973
1997-0097-AFG,1997,0097,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Balk, Faryab, Baghlan, Takhar, Badakhshan provinces",Heavy rain and brief torrential rain,,,,No,No,,71,Km2,,,,,1997,5,12,1997,5,15,40,,20000,,20000,,,,62.7858352
